id,num_views,num_votes,num_comments
343272,1,1,1.0000000000
274860,1,1,1.0000000000
43608,1,1,1.0000000000
100942,1,1,1.0000000000
21015,1,1,1.0000000000
466,1,1,1.0000000000
335585,1,1,1.0000000000
250306,1,1,1.0000000000
256256,1,1,1.0000000000
250224,1,1,1.0000000000
301741,1,1,1.0000000000
216108,1,1,1.0000000000
362202,1,1,1.0000000000
190462,1,1,1.0000000000
175783,1,1,1.0000000000
334399,1,1,1.0000000000
27350,1,1,1.0000000000
238341,1,1,1.0000000000
7193,1,1,1.0000000000
85839,1,1,1.0000000000
239194,1,1,1.0000000000
299998,1,1,1.0000000000
231254,1,1,1.0000000000
243736,1,1,1.0000000000
133420,1,1,1.0000000000
201125,1,1,1.0000000000
306469,1,1,1.0000000000
308620,1,1,1.0000000000
263315,1,1,1.0000000000
360025,1,1,1.0000000000
253072,1,1,1.0000000000
181947,1,1,1.0000000000
77715,1,1,1.0000000000
207711,1,1,1.0000000000
275048,1,1,1.0000000000
268442,1,1,1.0000000000
328501,1,1,1.0000000000
188878,1,1,1.0000000000
51381,1,1,1.0000000000
88789,1,1,1.0000000000
115037,1,1,1.0000000000
261235,1,1,1.0000000000
385269,1,1,1.0000000000
195480,1,1,1.0000000000
328500,1,1,1.0000000000
277079,1,1,1.0000000000
410002,1,1,1.0000000000
279557,1,1,1.0000000000
152238,1,1,1.0000000000
270396,1,1,1.0000000000
337988,1,1,1.0000000000
188812,1,1,1.0000000000
286241,1,1,1.0000000000
196371,1,1,1.0000000000
303293,1,1,1.0000000000
93574,1,1,1.0000000000
28548,1,1,1.0000000000
346228,1,1,1.0000000000
73588,1,1,1.0000000000
374893,1,1,1.0000000000
68342,1,1,1.0000000000
287159,1,1,1.0000000000
190404,1,1,1.0000000000
274139,1,1,1.0000000000
375893,1,1,1.0000000000
407373,1,1,1.0000000000
37162,1,1,1.0000000000
149562,1,1,1.0000000000
245488,1,1,1.0000000000
74429,1,1,1.0000000000
154479,1,1,1.0000000000
186516,1,1,1.0000000000
321101,1,1,1.0000000000
362806,1,1,1.0000000000
314658,1,1,1.0000000000
2737,1,1,1.0000000000
54115,1,1,1.0000000000
111868,1,1,1.0000000000
143604,1,1,1.0000000000
126982,1,1,1.0000000000
49830,1,1,1.0000000000
229407,1,1,1.0000000000
140378,1,1,1.0000000000
217065,1,1,1.0000000000
341355,1,1,1.0000000000
125011,1,1,1.0000000000
194730,1,1,1.0000000000
140533,1,1,1.0000000000
399619,1,1,1.0000000000
390822,1,1,1.0000000000
64267,1,1,1.0000000000
107601,1,1,1.0000000000
55343,1,1,1.0000000000
296571,1,1,1.0000000000
127521,1,1,1.0000000000
47523,1,1,1.0000000000
220827,1,1,1.0000000000
141307,1,1,1.0000000000
78000,1,1,1.0000000000
10639,1,1,1.0000000000
220260,1,1,1.0000000000
382789,1,1,1.0000000000
324691,1,1,1.0000000000
36435,1,1,1.0000000000
93597,1,1,1.0000000000
369685,1,1,1.0000000000
85038,1,1,1.0000000000
145311,1,1,1.0000000000
333363,1,1,1.0000000000
340204,1,1,1.0000000000
53724,1,1,1.0000000000
352225,1,1,1.0000000000
399622,1,1,1.0000000000
377752,1,1,1.0000000000
131613,1,1,1.0000000000
307493,1,1,1.0000000000
294632,1,1,1.0000000000
1113,1,1,1.0000000000
229256,1,1,1.0000000000
348463,1,1,1.0000000000
239936,1,1,1.0000000000
2771,1,1,1.0000000000
81114,1,1,1.0000000000
195649,1,1,1.0000000000
196336,1,1,1.0000000000
44570,1,1,1.0000000000
350015,1,1,1.0000000000
221477,1,1,1.0000000000
370760,1,1,1.0000000000
365582,1,1,1.0000000000
258513,1,1,1.0000000000
138222,1,1,1.0000000000
121337,1,1,1.0000000000
296258,1,1,1.0000000000
319037,1,1,1.0000000000
192409,1,1,1.0000000000
101462,1,1,1.0000000000
211113,1,1,1.0000000000
397419,1,1,1.0000000000
144142,1,1,1.0000000000
233399,1,1,1.0000000000
11845,1,1,1.0000000000
107581,1,1,1.0000000000
309166,1,1,1.0000000000
203585,1,1,1.0000000000
56618,1,1,1.0000000000
238325,1,1,1.0000000000
136578,1,1,1.0000000000
166099,1,1,1.0000000000
195851,1,1,1.0000000000
228711,1,1,1.0000000000
223580,1,1,1.0000000000
270541,1,1,1.0000000000
62165,1,1,1.0000000000
276566,1,1,1.0000000000
44568,1,1,1.0000000000
330599,1,1,1.0000000000
282571,1,1,1.0000000000
98259,1,1,1.0000000000
39097,1,1,1.0000000000
194291,1,1,1.0000000000
300491,1,1,1.0000000000
296372,1,1,1.0000000000
371896,1,1,1.0000000000
13715,1,1,1.0000000000
160591,1,1,1.0000000000
200334,1,1,1.0000000000
355382,1,1,1.0000000000
261728,1,1,1.0000000000
163392,1,1,1.0000000000
82147,1,1,1.0000000000
65314,1,1,1.0000000000
406370,1,1,1.0000000000
349494,1,1,1.0000000000
189435,1,1,1.0000000000
59997,1,1,1.0000000000
298748,1,1,1.0000000000
67996,1,1,1.0000000000
175403,1,1,1.0000000000
130173,1,1,1.0000000000
307906,1,1,1.0000000000
11555,1,1,1.0000000000
77473,1,1,1.0000000000
315598,1,1,1.0000000000
358377,1,1,1.0000000000
242001,1,1,1.0000000000
85657,1,1,1.0000000000
139155,1,1,1.0000000000
179387,1,1,1.0000000000
119680,1,1,1.0000000000
49232,1,1,1.0000000000
35028,1,1,1.0000000000
159384,1,1,1.0000000000
276249,1,1,1.0000000000
402732,1,1,1.0000000000
245446,1,1,1.0000000000
366701,1,1,1.0000000000
98834,1,1,1.0000000000
274898,1,1,1.0000000000
297283,1,1,1.0000000000
49331,1,1,1.0000000000
291793,1,1,1.0000000000
14118,1,1,1.0000000000
288865,1,1,1.0000000000
245309,1,1,1.0000000000
21180,1,1,1.0000000000
38877,1,1,1.0000000000
151877,1,1,1.0000000000
255423,1,1,1.0000000000
275052,1,1,1.0000000000
375772,1,1,1.0000000000
304668,1,1,1.0000000000
377951,1,1,1.0000000000
111800,1,1,1.0000000000
3524,1,1,1.0000000000
63741,1,1,1.0000000000
120813,1,1,1.0000000000
297114,1,1,1.0000000000
5656,1,1,1.0000000000
161446,1,1,1.0000000000
32361,1,1,1.0000000000
318822,1,1,1.0000000000
407838,1,1,1.0000000000
230615,1,1,1.0000000000
158849,1,1,1.0000000000
364783,1,1,1.0000000000
342647,1,1,1.0000000000
221678,1,1,1.0000000000
257861,1,1,1.0000000000
247601,1,1,1.0000000000
394923,1,1,1.0000000000
37366,1,1,1.0000000000
111987,1,1,1.0000000000
318773,1,1,1.0000000000
386004,1,1,1.0000000000
341545,1,1,1.0000000000
189433,1,1,1.0000000000
40471,1,1,1.0000000000
387925,1,1,1.0000000000
347594,1,1,1.0000000000
346468,1,1,1.0000000000
108818,1,1,1.0000000000
397584,1,1,1.0000000000
33490,1,1,1.0000000000
255850,1,1,1.0000000000
315762,1,1,1.0000000000
261019,1,1,1.0000000000
342471,1,1,1.0000000000
100719,1,1,1.0000000000
67793,1,1,1.0000000000
382958,1,1,1.0000000000
91467,1,1,1.0000000000
38861,1,1,1.0000000000
186134,1,1,1.0000000000
12715,1,1,1.0000000000
361087,1,1,1.0000000000
55173,1,1,1.0000000000
279836,1,1,1.0000000000
373286,1,1,1.0000000000
47000,1,1,1.0000000000
378675,1,1,1.0000000000
332423,1,1,1.0000000000
206001,1,1,1.0000000000
29122,1,1,1.0000000000
22222,1,1,1.0000000000
86805,1,1,1.0000000000
136867,1,1,1.0000000000
42653,1,1,1.0000000000
296829,1,1,1.0000000000
300939,1,1,1.0000000000
193538,1,1,1.0000000000
160295,1,1,1.0000000000
223675,1,1,1.0000000000
300998,1,1,1.0000000000
171234,1,1,1.0000000000
377654,1,1,1.0000000000
185087,1,1,1.0000000000
32475,1,1,1.0000000000
250116,1,1,1.0000000000
64217,1,1,1.0000000000
385284,1,1,1.0000000000
343132,1,1,1.0000000000
98107,1,1,1.0000000000
409671,1,1,1.0000000000
227900,1,1,1.0000000000
406831,1,1,1.0000000000
380841,1,1,1.0000000000
132604,1,1,1.0000000000
305094,1,1,1.0000000000
229336,1,1,1.0000000000
357318,1,1,1.0000000000
79644,1,1,1.0000000000
53960,1,1,1.0000000000
245270,1,1,1.0000000000
218242,1,1,1.0000000000
290143,1,1,1.0000000000
121147,1,1,1.0000000000
281062,1,1,1.0000000000
265405,1,1,1.0000000000
37604,1,1,1.0000000000
108522,1,1,1.0000000000
111580,1,1,1.0000000000
46900,1,1,1.0000000000
203571,1,1,1.0000000000
242797,1,1,1.0000000000
408831,1,1,1.0000000000
186834,1,1,1.0000000000
19387,1,1,1.0000000000
84781,1,1,1.0000000000
133877,1,1,1.0000000000
383731,1,1,1.0000000000
388336,1,1,1.0000000000
15053,1,1,1.0000000000
297885,1,1,1.0000000000
321624,1,1,1.0000000000
160953,1,1,1.0000000000
217162,1,1,1.0000000000
210207,1,1,1.0000000000
126439,1,1,1.0000000000
228336,1,1,1.0000000000
78851,1,1,1.0000000000
58903,1,1,1.0000000000
129844,1,1,1.0000000000
363152,1,1,1.0000000000
340386,1,1,1.0000000000
41657,1,1,1.0000000000
347216,1,1,1.0000000000
50556,1,1,1.0000000000
361581,1,1,1.0000000000
27224,1,1,1.0000000000
148597,1,1,1.0000000000
329123,1,1,1.0000000000
105268,1,1,1.0000000000
38491,1,1,1.0000000000
386147,1,1,1.0000000000
154310,1,1,1.0000000000
337688,1,1,1.0000000000
123852,1,1,1.0000000000
136883,1,1,1.0000000000
11751,1,1,1.0000000000
145404,1,1,1.0000000000
402378,1,1,1.0000000000
297659,1,1,1.0000000000
54928,1,1,1.0000000000
385,1,1,1.0000000000
261633,1,1,1.0000000000
379256,1,1,1.0000000000
197333,1,1,1.0000000000
368903,1,1,1.0000000000
154461,1,1,1.0000000000
147758,1,1,1.0000000000
226349,1,1,1.0000000000
309195,1,1,1.0000000000
140580,1,1,1.0000000000
268677,1,1,1.0000000000
194382,1,1,1.0000000000
47399,1,1,1.0000000000
310948,1,1,1.0000000000
192833,1,1,1.0000000000
171540,1,1,1.0000000000
93209,1,1,1.0000000000
110705,1,1,1.0000000000
339167,1,1,1.0000000000
151464,1,1,1.0000000000
387287,1,1,1.0000000000
10928,1,1,1.0000000000
115686,1,1,1.0000000000
41370,1,1,1.0000000000
244760,1,1,1.0000000000
399900,1,1,1.0000000000
67177,1,1,1.0000000000
136965,1,1,1.0000000000
394380,1,1,1.0000000000
42043,1,1,1.0000000000
237995,1,1,1.0000000000
388062,1,1,1.0000000000
91883,1,1,1.0000000000
85979,1,1,1.0000000000
343842,1,1,1.0000000000
378851,1,1,1.0000000000
293516,1,1,1.0000000000
200127,1,1,1.0000000000
355620,1,1,1.0000000000
294496,1,1,1.0000000000
39025,1,1,1.0000000000
251558,1,1,1.0000000000
45833,1,1,1.0000000000
195409,1,1,1.0000000000
217097,1,1,1.0000000000
67287,1,1,1.0000000000
35707,1,1,1.0000000000
222551,1,1,1.0000000000
183905,1,1,1.0000000000
388821,1,1,1.0000000000
44667,1,1,1.0000000000
291126,1,1,1.0000000000
250570,1,1,1.0000000000
298535,1,1,1.0000000000
314059,1,1,1.0000000000
10892,1,1,1.0000000000
366922,1,1,1.0000000000
246737,1,1,1.0000000000
166221,1,1,1.0000000000
22421,1,1,1.0000000000
192080,1,1,1.0000000000
4245,1,1,1.0000000000
406420,1,1,1.0000000000
119520,1,1,1.0000000000
408198,1,1,1.0000000000
376717,1,1,1.0000000000
217150,1,1,1.0000000000
227022,1,1,1.0000000000
80926,1,1,1.0000000000
149473,1,1,1.0000000000
380212,1,1,1.0000000000
347404,1,1,1.0000000000
379479,1,1,1.0000000000
220949,1,1,1.0000000000
236796,1,1,1.0000000000
207706,1,1,1.0000000000
318728,1,1,1.0000000000
23089,1,1,1.0000000000
155700,1,1,1.0000000000
405391,1,1,1.0000000000
342502,1,1,1.0000000000
228254,1,1,1.0000000000
44291,1,1,1.0000000000
324057,1,1,1.0000000000
190243,1,1,1.0000000000
236155,1,1,1.0000000000
333235,1,1,1.0000000000
136891,1,1,1.0000000000
266889,1,1,1.0000000000
79449,1,1,1.0000000000
149660,1,1,1.0000000000
348120,1,1,1.0000000000
259078,1,1,1.0000000000
286663,1,1,1.0000000000
312763,1,1,1.0000000000
112820,1,1,1.0000000000
66606,1,1,1.0000000000
264660,1,1,1.0000000000
348707,1,1,1.0000000000
278899,1,1,1.0000000000
209324,1,1,1.0000000000
265934,1,1,1.0000000000
241922,1,1,1.0000000000
144139,1,1,1.0000000000
292148,1,1,1.0000000000
111447,1,1,1.0000000000
336489,1,1,1.0000000000
184792,1,1,1.0000000000
199017,1,1,1.0000000000
346927,1,1,1.0000000000
185581,1,1,1.0000000000
234562,1,1,1.0000000000
137996,1,1,1.0000000000
46537,1,1,1.0000000000
41735,1,1,1.0000000000
345099,1,1,1.0000000000
68654,1,1,1.0000000000
116404,1,1,1.0000000000
180520,1,1,1.0000000000
162895,1,1,1.0000000000
124046,1,1,1.0000000000
578,1,1,1.0000000000
83238,1,1,1.0000000000
137634,1,1,1.0000000000
151870,1,1,1.0000000000
382208,1,1,1.0000000000
209040,1,1,1.0000000000
277182,1,1,1.0000000000
395448,1,1,1.0000000000
13273,1,1,1.0000000000
186290,1,1,1.0000000000
378375,1,1,1.0000000000
223093,1,1,1.0000000000
400405,1,1,1.0000000000
347248,1,1,1.0000000000
353996,1,1,1.0000000000
390903,1,1,1.0000000000
87095,1,1,1.0000000000
176828,1,1,1.0000000000
402282,1,1,1.0000000000
344272,1,1,1.0000000000
361398,1,1,1.0000000000
293262,1,1,1.0000000000
105172,1,1,1.0000000000
95382,1,1,1.0000000000
207118,1,1,1.0000000000
26537,1,1,1.0000000000
147135,1,1,1.0000000000
36415,1,1,1.0000000000
215381,1,1,1.0000000000
160723,1,1,1.0000000000
59599,1,1,1.0000000000
90322,1,1,1.0000000000
293837,1,1,1.0000000000
378720,1,1,1.0000000000
206318,1,1,1.0000000000
342415,1,1,1.0000000000
306581,1,1,1.0000000000
140679,1,1,1.0000000000
179953,1,1,1.0000000000
325732,1,1,1.0000000000
253836,1,1,1.0000000000
288945,1,1,1.0000000000
296808,1,1,1.0000000000
181612,1,1,1.0000000000
35993,1,1,1.0000000000
255296,1,1,1.0000000000
79092,1,1,1.0000000000
50984,1,1,1.0000000000
16896,1,1,1.0000000000
293143,1,1,1.0000000000
183164,1,1,1.0000000000
274985,1,1,1.0000000000
396147,1,1,1.0000000000
10986,1,1,1.0000000000
389966,1,1,1.0000000000
207660,1,1,1.0000000000
144278,1,1,1.0000000000
123988,1,1,1.0000000000
334889,1,1,1.0000000000
76444,1,1,1.0000000000
353268,1,1,1.0000000000
54921,1,1,1.0000000000
53840,1,1,1.0000000000
139036,1,1,1.0000000000
226385,1,1,1.0000000000
205059,1,1,1.0000000000
315920,1,1,1.0000000000
351076,1,1,1.0000000000
400924,1,1,1.0000000000
325823,1,1,1.0000000000
313993,1,1,1.0000000000
150218,1,1,1.0000000000
387494,1,1,1.0000000000
127962,1,1,1.0000000000
130257,1,1,1.0000000000
146626,1,1,1.0000000000
161283,1,1,1.0000000000
264092,1,1,1.0000000000
287343,1,1,1.0000000000
393381,1,1,1.0000000000
14618,1,1,1.0000000000
51040,1,1,1.0000000000
219134,1,1,1.0000000000
257587,1,1,1.0000000000
268683,1,1,1.0000000000
155506,1,1,1.0000000000
93453,1,1,1.0000000000
323454,1,1,1.0000000000
236120,1,1,1.0000000000
279331,1,1,1.0000000000
201568,1,1,1.0000000000
318534,1,1,1.0000000000
222111,1,1,1.0000000000
249058,1,1,1.0000000000
144519,1,1,1.0000000000
50235,1,1,1.0000000000
203505,1,1,1.0000000000
159746,1,1,1.0000000000
13636,1,1,1.0000000000
132376,1,1,1.0000000000
293556,1,1,1.0000000000
77054,1,1,1.0000000000
8723,1,1,1.0000000000
246231,1,1,1.0000000000
361721,1,1,1.0000000000
146516,1,1,1.0000000000
41704,1,1,1.0000000000
339920,1,1,1.0000000000
347631,1,1,1.0000000000
375515,1,1,1.0000000000
287132,1,1,1.0000000000
335525,1,1,1.0000000000
151349,1,1,1.0000000000
324996,1,1,1.0000000000
312154,1,1,1.0000000000
50117,1,1,1.0000000000
128555,1,1,1.0000000000
92539,1,1,1.0000000000
325533,1,1,1.0000000000
148466,1,1,1.0000000000
275503,1,1,1.0000000000
211622,1,1,1.0000000000
152516,1,1,1.0000000000
351905,1,1,1.0000000000
110638,1,1,1.0000000000
144769,1,1,1.0000000000
113596,1,1,1.0000000000
51307,1,1,1.0000000000
116501,1,1,1.0000000000
167438,1,1,1.0000000000
142897,1,1,1.0000000000
53287,1,1,1.0000000000
75486,1,1,1.0000000000
125152,1,1,1.0000000000
853,1,1,1.0000000000
107599,1,1,1.0000000000
161907,1,1,1.0000000000
308087,1,1,1.0000000000
368750,1,1,1.0000000000
297367,1,1,1.0000000000
209513,1,1,1.0000000000
291683,1,1,1.0000000000
180142,1,1,1.0000000000
46986,1,1,1.0000000000
291781,1,1,1.0000000000
4916,1,1,1.0000000000
294223,1,1,1.0000000000
306173,1,1,1.0000000000
171500,1,1,1.0000000000
28070,1,1,1.0000000000
323481,1,1,1.0000000000
155863,1,1,1.0000000000
101743,1,1,1.0000000000
345734,1,1,1.0000000000
207088,1,1,1.0000000000
32307,1,1,1.0000000000
119217,1,1,1.0000000000
269226,1,1,1.0000000000
298765,1,1,1.0000000000
327135,1,1,1.0000000000
173481,1,1,1.0000000000
401403,1,1,1.0000000000
338872,1,1,1.0000000000
343652,1,1,1.0000000000
279279,1,1,1.0000000000
145698,1,1,1.0000000000
81045,1,1,1.0000000000
252096,1,1,1.0000000000
213199,1,1,1.0000000000
243771,1,1,1.0000000000
402086,1,1,1.0000000000
170138,1,1,1.0000000000
159778,1,1,1.0000000000
311392,1,1,1.0000000000
323552,1,1,1.0000000000
17687,1,1,1.0000000000
29083,1,1,1.0000000000
50487,1,1,1.0000000000
258627,1,1,1.0000000000
193227,1,1,1.0000000000
164594,1,1,1.0000000000
269566,1,1,1.0000000000
58421,1,1,1.0000000000
27884,1,1,1.0000000000
344188,1,1,1.0000000000
177155,1,1,1.0000000000
75562,1,1,1.0000000000
113110,1,1,1.0000000000
330473,1,1,1.0000000000
171436,1,1,1.0000000000
129348,1,1,1.0000000000
304019,1,1,1.0000000000
371084,1,1,1.0000000000
352446,1,1,1.0000000000
144391,1,1,1.0000000000
158833,1,1,1.0000000000
402401,1,1,1.0000000000
161547,1,1,1.0000000000
277810,1,1,1.0000000000
11391,1,1,1.0000000000
246615,1,1,1.0000000000
37295,1,1,1.0000000000
348221,1,1,1.0000000000
94984,1,1,1.0000000000
271335,1,1,1.0000000000
53604,1,1,1.0000000000
393745,1,1,1.0000000000
29395,1,1,1.0000000000
333520,1,1,1.0000000000
71063,1,1,1.0000000000
33253,1,1,1.0000000000
57730,1,1,1.0000000000
21734,1,1,1.0000000000
108418,1,1,1.0000000000
135836,1,1,1.0000000000
36143,1,1,1.0000000000
398862,1,1,1.0000000000
304550,1,1,1.0000000000
86076,1,1,1.0000000000
369627,1,1,1.0000000000
313071,1,1,1.0000000000
32698,1,1,1.0000000000
