id,num_views,num_votes,num_comments
343272,1.334041904,0.999002189,0
274860,1.334041904,1.000199571,0.003874934
43608,1.209400037,0.998780025,0.00043526
100942,1.141670499,1.00023943,0.000307674
21015,0.891874315,0.998278709,0
466,1.334041904,0.999498642,0.000750603
335585,0.891874315,0.998278709,0
250306,0.891874315,0.997085713,0
256256,1.334041904,1.000581066,0.000588616
250224,0.891874315,0.997153906,0.002466847
301741,0.891874315,0.998278709,0
216108,1.334041904,0.99880172,0.000606007
362202,1.334041904,0.970866931,0
190462,0.891874315,0.997085713,0
175783,1.334041904,0.970866931,0
334399,1.334041904,0.989079009,0
27350,0.891874315,0.979604575,0.0092989
238341,1.334041904,1.008883374,0.013675115
7193,1.060876034,0.984355527,0
85839,1.334041904,0.99992765,9.43986E-05
239194,1.334041904,0.99992765,9.43986E-05
299998,0.891874315,0.998706314,0
231254,1.334041904,1.006680278,0.000384747
243736,1.141670499,0.998408234,0.000739509
133420,1.334041904,0.999498642,0.000750603
201125,0.891874315,0.998334027,0
306469,0.891874315,0.996231675,0
308620,1.334041904,1.00017698,0.000280329
263315,1.334041904,0.999583926,0.001174934
360025,1.141670499,1.000440225,0.000779581
253072,1.17848096,1.010927606,0.000638489
181947,1.209400037,1.017282858,0
77715,1.334041904,0.99953525,0.000320013
207711,0.891874315,1.001429944,0
275048,1.17848096,1.012867993,0.003385549
268442,0.891874315,0.998168433,0
328501,1.209400037,1.000405958,0
188878,1.209400037,0.999374453,0
51381,1.141670499,0.997870189,0.000972968
88789,1.334041904,0.999398481,0.000348828
115037,1.141670499,0.998618894,0.000898048
261235,1.141670499,0.998618894,0.000898048
385269,1.334041904,1.000056108,0.000626569
195480,1.334041904,1.50228165,0.096353315
328500,0.891874315,0.996548756,0.004054258
277079,1.060876034,1.49678059,0.096086785
410002,1.060876034,1.004879294,0.00794969
279557,1.334041904,1.004420343,0
152238,3.734264273,4.408027746,0.593402758
270396,1.141670499,0.994690325,0
337988,1.334041904,0.99953525,0.000320013
188812,1.334041904,0.971093212,0.180178849
286241,1.334041904,0.992580365,0.002054204
196371,1.334041904,0.999567737,0.000387547
303293,1.334041904,1.001823879,0
93574,0.891874315,1.001174708,0
