id,num_views,num_votes,num_comments
343272,0.764029708,0.466001459,0
274860,0.764029708,0.466799714,0.003874934
43608,0.653236052,0.46585335,0.00043526
100942,0.641294399,0.466826287,0.000307674
21015,0.532058239,0.465519139,0
466,0.764029708,0.466332428,0.000750603
335585,0.532058239,0.465519139,0
250306,0.532058239,0.464723809,0
256256,0.764029708,0.467054044,0.000588616
250224,0.532058239,0.464769271,0.002466847
301741,0.532058239,0.465519139,0
216108,0.764029708,0.465867813,0.000606007
362202,0.764029708,0.447244621,0
190462,0.532058239,0.464723809,0
175783,0.764029708,0.447244621,0
334399,0.764029708,0.459386006,0
27350,0.532058239,0.453069717,0.0092989
238341,0.764029708,0.472588916,0.013675115
7193,0.536665467,0.456237018,0
85839,0.764029708,0.466618433,9.43986E-05
239194,0.764029708,0.466618433,9.43986E-05
299998,0.532058239,0.465804209,0
231254,0.764029708,0.471120185,0.000384747
243736,0.641294399,0.465605489,0.000739509
133420,0.764029708,0.466332428,0.000750603
201125,0.532058239,0.465556018,0
306469,0.532058239,0.46415445,0
308620,0.764029708,0.466784653,0.000280329
263315,0.764029708,0.466389284,0.001174934
360025,0.641294399,0.46696015,0.000779581
253072,0.530790642,0.473951737,0.000638489
181947,0.653236052,0.478188572,0
77715,0.764029708,0.466356833,0.000320013
207711,0.532058239,0.467619963,0
275048,0.530790642,0.475245329,0.003385549
268442,0.532058239,0.465445622,0
328501,0.653236052,0.466937305,0
188878,0.653236052,0.466249635,0
51381,0.641294399,0.465246793,0.000972968
88789,0.764029708,0.466265654,0.000348828
115037,0.641294399,0.465745929,0.000898048
261235,0.641294399,0.465745929,0.000898048
385269,0.764029708,0.466704072,0.000626569
195480,0.764029708,0.8015211,0.096353315
328500,0.532058239,0.464365837,0.004054258
277079,0.536665467,0.797853727,0.096086785
410002,0.35,0.469919529,0.00794969
279557,0.764029708,0.469613562,0
152238,8.975580306,1.466666667,0.593402758
270396,0.641294399,0.463126883,0
337988,0.764029708,0.466356833,0.000320013
188812,0.764029708,0.447395475,0.180178849
286241,0.764029708,0.461720243,0.002054204
196371,0.764029708,0.466378491,0.000387547
303293,0.764029708,0.467882586,0
93574,0.532058239,0.467449805,0
28548,8.868359204,1.466666667,2.674355428
346228,0.764029708,0.466704072,0.000626569
73588,7.903588367,1.466666667,2.5
374893,6.287452433,1.734601708,0
68342,0.532058239,0.464513324,0
287159,7.559090562,1.515441197,0.241890561
190404,0.764029708,0.466704072,0.000626569
274139,0.532058239,0.464622371,0
375893,0.764029708,0.466332428,0.000750603
407373,0.764029708,0.466356833,0.000320013
37162,0.704881312,0.480210395,0.017306198
149562,0.532058239,0.464622371,0
245488,0.532058239,0.469113672,0
74429,0.537356525,0.466512191,0
154479,0.532058239,0.469113672,0
186516,0.532058239,0.469113672,0
